locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKPCEBJP_00363	CDS	822	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
IKPCEBJP_00364	CDS	294				hypothetical protein
IKPCEBJP_00365	CDS	432	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
IKPCEBJP_00366	CDS	231	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKPCEBJP_00367	CDS	951	hmuU		COG0609	Hemin transport system permease protein HmuU
IKPCEBJP_00368	CDS	939	fpuB		COG0609	Petrobactin import system permease protein FpuB
IKPCEBJP_00369	CDS	942	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
IKPCEBJP_00370	CDS	906				hypothetical protein
IKPCEBJP_00371	CDS	1182	ydhP		COG2814	Inner membrane transport protein YdhP
IKPCEBJP_00372	CDS	819	yvgN	1.1.1.-	COG0656	Glyoxal reductase
IKPCEBJP_00373	CDS	348	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
IKPCEBJP_00374	CDS	393				hypothetical protein
IKPCEBJP_00375	CDS	702	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IKPCEBJP_00376	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IKPCEBJP_00377	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
IKPCEBJP_00378	CDS	2166	penA		COG0768	Penicillin-binding protein 2B
IKPCEBJP_00379	CDS	597	recR		COG0353	Recombination protein RecR
IKPCEBJP_00380	CDS	1050	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IKPCEBJP_00381	CDS	1323	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IKPCEBJP_00382	CDS	1653	oppA_1		COG4166	Oligopeptide-binding protein OppA
IKPCEBJP_00383	CDS	1638	oppA_2		COG4166	Oligopeptide-binding protein OppA
IKPCEBJP_00384	CDS	912	oppB		COG0601	Oligopeptide transport system permease protein OppB
IKPCEBJP_00385	CDS	1032	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
IKPCEBJP_00386	CDS	1050	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IKPCEBJP_00387	CDS	942	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IKPCEBJP_00388	CDS	1572	prfC			Peptide chain release factor 3
IKPCEBJP_00389	CDS	1644	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
IKPCEBJP_00390	CDS	912	era		COG1159	GTPase Era
IKPCEBJP_00391	CDS	1593	asnB_1	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
IKPCEBJP_00392	CDS	819	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
IKPCEBJP_00393	CDS	1164	recA		COG0468	Protein RecA
IKPCEBJP_00394	CDS	1374	serP2		COG1113	DL-alanine permease SerP2
IKPCEBJP_00395	CDS	1380	serP1		COG1113	Serine permease SerP1
IKPCEBJP_00396	CDS	327				hypothetical protein
IKPCEBJP_00397	CDS	327				hypothetical protein
IKPCEBJP_00398	CDS	519				hypothetical protein
IKPCEBJP_00399	CDS	594	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
IKPCEBJP_00400	CDS	645				hypothetical protein
IKPCEBJP_00401	CDS	660	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
IKPCEBJP_00402	CDS	813	nadK	2.7.1.23	COG0061	NAD kinase
IKPCEBJP_00403	CDS	882		5.4.99.-	COG0564	putative RNA pseudouridine synthase
IKPCEBJP_00404	CDS	831				hypothetical protein
IKPCEBJP_00405	CDS	1434	lysP_1		COG0833	Lysine-specific permease
IKPCEBJP_00406	CDS	813				hypothetical protein
IKPCEBJP_00407	CDS	978	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
IKPCEBJP_00408	CDS	291				IS3 family transposase IS1076
IKPCEBJP_00409	CDS	840				IS3 family transposase IS1069
IKPCEBJP_00410	CDS	558				hypothetical protein
IKPCEBJP_00411	CDS	819				IS3 family transposase ISLla3
IKPCEBJP_00412	CDS	1485	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
IKPCEBJP_00413	CDS	819	cysL_1		COG0583	HTH-type transcriptional regulator CysL
IKPCEBJP_00414	CDS	1041				hypothetical protein
IKPCEBJP_00415	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
IKPCEBJP_00416	CDS	822	cysL_2		COG0583	HTH-type transcriptional regulator CysL
IKPCEBJP_00417	CDS	975				hypothetical protein
IKPCEBJP_00418	CDS	1221	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
IKPCEBJP_00419	CDS	1404	ribZ_1			Riboflavin transporter RibZ
IKPCEBJP_00420	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
IKPCEBJP_00421	CDS	435				hypothetical protein
IKPCEBJP_00422	CDS	2043				hypothetical protein
IKPCEBJP_00423	CDS	471				hypothetical protein
IKPCEBJP_00424	CDS	1260	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IKPCEBJP_00425	CDS	2406	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
IKPCEBJP_00426	CDS	1068	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
IKPCEBJP_00427	CDS	285				hypothetical protein
IKPCEBJP_00428	CDS	318	ytpP			Thioredoxin-like protein YtpP
IKPCEBJP_00429	CDS	627				hypothetical protein
IKPCEBJP_00430	CDS	1341	noxE	1.6.99.3	COG0446	NADH oxidase
IKPCEBJP_00431	CDS	390	ssb_1		COG0629	Single-stranded DNA-binding protein
IKPCEBJP_00432	CDS	285	groS			10 kDa chaperonin
IKPCEBJP_00433	CDS	1629	groL		COG0459	60 kDa chaperonin
IKPCEBJP_00434	CDS	813	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
IKPCEBJP_00435	CDS	1443	walK	2.7.13.3		Sensor histidine kinase WalK
IKPCEBJP_00436	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
IKPCEBJP_00437	CDS	636	tmk	2.7.4.9	COG0125	Thymidylate kinase
IKPCEBJP_00438	CDS	861				hypothetical protein
IKPCEBJP_00439	CDS	783				hypothetical protein
IKPCEBJP_00440	CDS	327	yabA		COG4467	Initiation-control protein YabA
IKPCEBJP_00441	CDS	876	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
IKPCEBJP_00442	CDS	192				hypothetical protein
IKPCEBJP_00443	CDS	933	galK_1	2.7.1.6		Galactokinase
IKPCEBJP_00444	CDS	957				hypothetical protein
IKPCEBJP_00445	CDS	990		2.7.4.2		Phosphomevalonate kinase
IKPCEBJP_00446	CDS	1044	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
IKPCEBJP_00447	CDS	621	sodA	1.15.1.1		Superoxide dismutase [Mn]
IKPCEBJP_00448	CDS	2355	cstA		COG1966	Peptide transporter CstA
IKPCEBJP_00449	CDS	1341	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
IKPCEBJP_00450	CDS	585				hypothetical protein
IKPCEBJP_00451	CDS	747	glvR		COG1737	HTH-type transcriptional regulator GlvR
IKPCEBJP_00452	CDS	327	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
IKPCEBJP_00453	CDS	351	ptcA_1		COG1447	PTS system cellobiose-specific EIIA component
IKPCEBJP_00454	CDS	729				hypothetical protein
IKPCEBJP_00455	CDS	195				hypothetical protein
IKPCEBJP_00456	CDS	1170	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
IKPCEBJP_00457	CDS	1437	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
IKPCEBJP_00458	CDS	282				hypothetical protein
IKPCEBJP_00459	tRNA	71				tRNA-Cys(gca)
IKPCEBJP_00460	CDS	1965	ligA	6.5.1.2		DNA ligase
IKPCEBJP_00461	CDS	1026	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
IKPCEBJP_00462	CDS	1137	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
IKPCEBJP_00463	CDS	3573		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
IKPCEBJP_00464	CDS	879	dacA_1	2.7.7.85	COG1624	Diadenylate cyclase
IKPCEBJP_00465	CDS	582				hypothetical protein
IKPCEBJP_00466	CDS	255				hypothetical protein
IKPCEBJP_00467	CDS	1359	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
IKPCEBJP_00468	CDS	717	treR		COG2188	HTH-type transcriptional regulator TreR
IKPCEBJP_00469	CDS	486	crr_1			PTS system glucose-specific EIIA component
IKPCEBJP_00470	CDS	1566	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IKPCEBJP_00471	CDS	2310	trePP	2.4.1.216	COG1554	Trehalose 6-phosphate phosphorylase
IKPCEBJP_00472	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
IKPCEBJP_00473	CDS	807				hypothetical protein
IKPCEBJP_00474	CDS	696				hypothetical protein
IKPCEBJP_00475	CDS	465	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IKPCEBJP_00476	CDS	519	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IKPCEBJP_00477	CDS	1386	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IKPCEBJP_00478	tRNA	76				tRNA-Arg(tct)
IKPCEBJP_00479	CDS	1134	xerC_2			Tyrosine recombinase XerC
IKPCEBJP_00480	CDS	579				hypothetical protein
IKPCEBJP_00481	CDS	813	lexA	3.4.21.88		LexA repressor
IKPCEBJP_00482	CDS	171				hypothetical protein
IKPCEBJP_00483	CDS	234				hypothetical protein
IKPCEBJP_00484	CDS	150				hypothetical protein
IKPCEBJP_00485	CDS	171				hypothetical protein
IKPCEBJP_00486	CDS	243				hypothetical protein
IKPCEBJP_00487	CDS	756				hypothetical protein
IKPCEBJP_00488	CDS	330				hypothetical protein
IKPCEBJP_00489	CDS	171				hypothetical protein
IKPCEBJP_00490	CDS	174				hypothetical protein
IKPCEBJP_00491	CDS	807				hypothetical protein
IKPCEBJP_00492	CDS	777				hypothetical protein
IKPCEBJP_00493	CDS	669				hypothetical protein
IKPCEBJP_00494	CDS	885				hypothetical protein
IKPCEBJP_00495	CDS	165				hypothetical protein
IKPCEBJP_00496	CDS	411				hypothetical protein
IKPCEBJP_00497	CDS	165				hypothetical protein
IKPCEBJP_00498	CDS	363				hypothetical protein
IKPCEBJP_00499	CDS	207				hypothetical protein
IKPCEBJP_00500	CDS	273				hypothetical protein
IKPCEBJP_00501	CDS	549				hypothetical protein
IKPCEBJP_00502	CDS	420	dut_2	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IKPCEBJP_00503	CDS	291				hypothetical protein
IKPCEBJP_00504	CDS	165				hypothetical protein
IKPCEBJP_00505	CDS	144				hypothetical protein
IKPCEBJP_00506	CDS	186				hypothetical protein
IKPCEBJP_00507	CDS	210				hypothetical protein
IKPCEBJP_00508	CDS	294				hypothetical protein
IKPCEBJP_00509	CDS	246				hypothetical protein
IKPCEBJP_00510	CDS	390				hypothetical protein
IKPCEBJP_00511	CDS	399				hypothetical protein
IKPCEBJP_00512	CDS	423				hypothetical protein
IKPCEBJP_00513	CDS	504				hypothetical protein
IKPCEBJP_00514	CDS	453				hypothetical protein
IKPCEBJP_00515	CDS	1815				hypothetical protein
IKPCEBJP_00516	CDS	165				hypothetical protein
IKPCEBJP_00517	CDS	1080				hypothetical protein
IKPCEBJP_00518	CDS	588				hypothetical protein
IKPCEBJP_00519	CDS	1314				hypothetical protein
IKPCEBJP_00520	CDS	306				hypothetical protein
IKPCEBJP_00521	CDS	336				hypothetical protein
IKPCEBJP_00522	CDS	483				hypothetical protein
IKPCEBJP_00523	CDS	396				hypothetical protein
IKPCEBJP_00524	CDS	606				hypothetical protein
IKPCEBJP_00525	CDS	345				hypothetical protein
IKPCEBJP_00526	CDS	3804				hypothetical protein
IKPCEBJP_00527	CDS	1536				hypothetical protein
IKPCEBJP_00528	CDS	4326				hypothetical protein
IKPCEBJP_00529	CDS	327				hypothetical protein
IKPCEBJP_00530	CDS	288				hypothetical protein
IKPCEBJP_00531	CDS	780				hypothetical protein
IKPCEBJP_00532	CDS	762	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
IKPCEBJP_00533	CDS	789	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
IKPCEBJP_00534	CDS	492	hmpT		COG4720	Thiamine precursor transporter HmpT
IKPCEBJP_00535	CDS	543				hypothetical protein
IKPCEBJP_00536	CDS	1137		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
IKPCEBJP_00537	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
IKPCEBJP_00538	CDS	585		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
IKPCEBJP_00539	CDS	366		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
IKPCEBJP_00540	CDS	873				hypothetical protein
IKPCEBJP_00541	CDS	201				hypothetical protein
IKPCEBJP_00542	CDS	480				hypothetical protein
IKPCEBJP_00543	CDS	417	yvdD		COG1611	LOG family protein YvdD
IKPCEBJP_00544	CDS	93				hypothetical protein
IKPCEBJP_00545	CDS	654		2.7.1.113	COG1428	Deoxyguanosine kinase
IKPCEBJP_00546	CDS	3183	dnaE2	2.7.7.7		Error-prone DNA polymerase
IKPCEBJP_00547	CDS	654				hypothetical protein
IKPCEBJP_00548	CDS	837			COG1307	DegV domain-containing protein
IKPCEBJP_00549	CDS	840	lipC	3.-.-.-	COG2755	Spore germination lipase LipC
IKPCEBJP_00550	CDS	1212	nagZ	3.2.1.52		Beta-hexosaminidase
IKPCEBJP_00551	CDS	657				hypothetical protein
IKPCEBJP_00552	CDS	276	hup		COG0776	DNA-binding protein HU
IKPCEBJP_00553	CDS	1149	xerC_3			Tyrosine recombinase XerC
IKPCEBJP_00554	CDS	492				hypothetical protein
IKPCEBJP_00555	CDS	297				hypothetical protein
IKPCEBJP_00556	CDS	588				hypothetical protein
IKPCEBJP_00557	CDS	369				hypothetical protein
IKPCEBJP_00558	CDS	192				hypothetical protein
IKPCEBJP_00559	CDS	261				hypothetical protein
IKPCEBJP_00560	CDS	195				hypothetical protein
IKPCEBJP_00561	CDS	426				hypothetical protein
IKPCEBJP_00562	CDS	240				hypothetical protein
IKPCEBJP_00563	CDS	255				hypothetical protein
IKPCEBJP_00564	CDS	195				hypothetical protein
IKPCEBJP_00565	CDS	327				hypothetical protein
IKPCEBJP_00566	CDS	579				hypothetical protein
IKPCEBJP_00567	CDS	1443				hypothetical protein
IKPCEBJP_00568	CDS	585				hypothetical protein
IKPCEBJP_00569	CDS	186				hypothetical protein
IKPCEBJP_00570	CDS	609				hypothetical protein
IKPCEBJP_00571	CDS	591				hypothetical protein
IKPCEBJP_00572	CDS	330				hypothetical protein
IKPCEBJP_00573	CDS	321				hypothetical protein
IKPCEBJP_00574	CDS	273				hypothetical protein
IKPCEBJP_00575	CDS	180				hypothetical protein
IKPCEBJP_00576	CDS	489				hypothetical protein
IKPCEBJP_00577	CDS	567				hypothetical protein
IKPCEBJP_00578	CDS	201	cspC_2		COG1278	Cold shock protein CspC
IKPCEBJP_00579	tRNA	74				tRNA-Met(cat)
IKPCEBJP_00580	CDS	498				hypothetical protein
IKPCEBJP_00581	CDS	510	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
IKPCEBJP_00582	CDS	561	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
IKPCEBJP_00583	CDS	810	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKPCEBJP_00584	CDS	726				hypothetical protein
IKPCEBJP_00585	CDS	486				hypothetical protein
IKPCEBJP_00586	CDS	378				hypothetical protein
IKPCEBJP_00587	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
IKPCEBJP_00588	CDS	879				hypothetical protein
IKPCEBJP_00589	CDS	1650	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
IKPCEBJP_00590	CDS	933	cysK_1	2.5.1.47		Cysteine synthase
IKPCEBJP_00591	CDS	1086		3.2.1.-	COG1388	Autolysin
IKPCEBJP_00592	CDS	633		3.-.-.-		putative metallo-hydrolase
IKPCEBJP_00593	CDS	2076	ponA		COG0744	Penicillin-binding protein 1A
IKPCEBJP_00594	CDS	642	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
IKPCEBJP_00595	CDS	525				hypothetical protein
IKPCEBJP_00596	CDS	402	spxA_1		COG1393	Regulatory protein Spx
IKPCEBJP_00597	CDS	282				hypothetical protein
IKPCEBJP_00598	CDS	780	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
IKPCEBJP_00599	CDS	1284	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
IKPCEBJP_00600	CDS	195				hypothetical protein
IKPCEBJP_00601	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
IKPCEBJP_00602	rRNA	1544				16S ribosomal RNA
IKPCEBJP_00603	tRNA	75				tRNA-Ala(tgc)
IKPCEBJP_00604	rRNA	2895				23S ribosomal RNA
IKPCEBJP_00605	rRNA	98				5S ribosomal RNA
IKPCEBJP_00606	tRNA	75				tRNA-Val(tac)
IKPCEBJP_00607	tRNA	73				tRNA-Asp(gtc)
IKPCEBJP_00608	tRNA	75				tRNA-Lys(ttt)
IKPCEBJP_00609	tRNA	82				tRNA-Leu(tag)
IKPCEBJP_00610	tRNA	73				tRNA-Thr(tgt)
IKPCEBJP_00611	tRNA	72				tRNA-Gly(gcc)
IKPCEBJP_00612	tRNA	76				tRNA-Arg(acg)
IKPCEBJP_00613	tRNA	74				tRNA-Pro(tgg)
IKPCEBJP_00614	tRNA	76				tRNA-Met(cat)
IKPCEBJP_00615	tRNA	76				tRNA-Met(cat)
IKPCEBJP_00616	tRNA	75				tRNA-Phe(gaa)
IKPCEBJP_00617	tRNA	73				tRNA-Gly(tcc)
IKPCEBJP_00618	tRNA	76				tRNA-Ile(gat)
IKPCEBJP_00619	tRNA	88				tRNA-Ser(gct)
IKPCEBJP_00620	CDS	1914	dnaG	2.7.7.-		DNA primase
IKPCEBJP_00621	CDS	1344	sigA			RNA polymerase sigma factor SigA
IKPCEBJP_00622	CDS	744				hypothetical protein
IKPCEBJP_00623	CDS	1293	pgtP		COG2271	Phosphoglycerate transporter protein
IKPCEBJP_00624	CDS	339				hypothetical protein
IKPCEBJP_00625	CDS	2247	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
IKPCEBJP_00626	CDS	471	nsrR			HTH-type transcriptional repressor NsrR
IKPCEBJP_00627	CDS	1014	gap_1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
IKPCEBJP_00628	CDS	636	def	3.5.1.88	COG0242	Peptide deformylase
IKPCEBJP_00629	CDS	456	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
IKPCEBJP_00630	CDS	2079	uvrB		COG0556	UvrABC system protein B
IKPCEBJP_00631	CDS	822	artP		COG0834	Arginine-binding extracellular protein ArtP
IKPCEBJP_00632	CDS	1119	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
IKPCEBJP_00633	CDS	456	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IKPCEBJP_00634	CDS	753	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IKPCEBJP_00635	CDS	408				hypothetical protein
IKPCEBJP_00636	CDS	294	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
IKPCEBJP_00637	CDS	351				hypothetical protein
IKPCEBJP_00638	CDS	921				hypothetical protein
IKPCEBJP_00639	CDS	963	yidC			Membrane protein insertase YidC
IKPCEBJP_00640	CDS	759				hypothetical protein
IKPCEBJP_00641	CDS	591	panT		COG4684	Pantothenic acid transporter PanT
IKPCEBJP_00642	CDS	537	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IKPCEBJP_00643	CDS	696	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IKPCEBJP_00644	CDS	186	xylH	5.3.2.6		2-hydroxymuconate tautomerase
IKPCEBJP_00645	CDS	2328	ctpE_1	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
IKPCEBJP_00646	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
IKPCEBJP_00647	CDS	933				hypothetical protein
IKPCEBJP_00648	CDS	594				hypothetical protein
IKPCEBJP_00649	CDS	483				hypothetical protein
IKPCEBJP_00650	CDS	402				hypothetical protein
IKPCEBJP_00651	CDS	1797				hypothetical protein
IKPCEBJP_00652	CDS	774				hypothetical protein
IKPCEBJP_00653	CDS	363				hypothetical protein
IKPCEBJP_00654	CDS	369				hypothetical protein
IKPCEBJP_00655	CDS	285				hypothetical protein
IKPCEBJP_00656	CDS	699				putative protein
IKPCEBJP_00657	CDS	351				hypothetical protein
IKPCEBJP_00658	CDS	1467	dinB_1	2.7.7.7		DNA polymerase IV
IKPCEBJP_00659	CDS	534				hypothetical protein
IKPCEBJP_00660	CDS	510				hypothetical protein
IKPCEBJP_00661	CDS	432				hypothetical protein
IKPCEBJP_00662	CDS	414				Organic hydroperoxide resistance protein-like protein
IKPCEBJP_00663	CDS	570	tdk	2.7.1.21	COG1435	Thymidine kinase
IKPCEBJP_00664	CDS	444				hypothetical protein
IKPCEBJP_00665	CDS	1074	prfA		COG0216	Peptide chain release factor 1
IKPCEBJP_00666	CDS	528				hypothetical protein
IKPCEBJP_00667	CDS	756	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
IKPCEBJP_00668	CDS	813	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
IKPCEBJP_00669	CDS	465	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
IKPCEBJP_00670	CDS	921	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
IKPCEBJP_00671	CDS	1248	glyA	2.1.2.1		Serine hydroxymethyltransferase
IKPCEBJP_00672	CDS	603				hypothetical protein
IKPCEBJP_00673	CDS	1098	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
IKPCEBJP_00674	CDS	1197	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
IKPCEBJP_00675	CDS	651	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
IKPCEBJP_00676	CDS	294	acyP	3.6.1.7	COG1254	Acylphosphatase
IKPCEBJP_00677	CDS	759	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IKPCEBJP_00678	CDS	444			COG0716	Flavodoxin
IKPCEBJP_00679	CDS	1506	mdtD			Putative multidrug resistance protein MdtD
IKPCEBJP_00680	CDS	303				hypothetical protein
IKPCEBJP_00681	CDS	354				hypothetical protein
IKPCEBJP_00682	CDS	855	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
IKPCEBJP_00683	CDS	906				hypothetical protein
IKPCEBJP_00684	CDS	447				hypothetical protein
IKPCEBJP_00685	CDS	732				hypothetical protein
IKPCEBJP_00686	CDS	276				hypothetical protein
IKPCEBJP_00687	CDS	930	hprK	2.7.11.-		HPr kinase/phosphorylase
IKPCEBJP_00688	CDS	786	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IKPCEBJP_00689	CDS	420				hypothetical protein
IKPCEBJP_00690	CDS	564				hypothetical protein
IKPCEBJP_00691	CDS	1419	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
IKPCEBJP_00692	CDS	2013	kup_1			Low affinity potassium transport system protein kup
IKPCEBJP_00693	CDS	2016	kup_2			Low affinity potassium transport system protein kup
IKPCEBJP_00694	CDS	171				hypothetical protein
IKPCEBJP_00695	CDS	666				hypothetical protein
IKPCEBJP_00696	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IKPCEBJP_00697	CDS	669				hypothetical protein
IKPCEBJP_00698	CDS	897			COG0330	putative protein
IKPCEBJP_00699	tRNA	72				tRNA-Arg(ccg)
IKPCEBJP_00700	CDS	261				hypothetical protein
IKPCEBJP_00701	tRNA	74				tRNA-Lys(ttt)
IKPCEBJP_00702	CDS	924	rnz	3.1.26.11	COG1234	Ribonuclease Z
IKPCEBJP_00703	CDS	702				hypothetical protein
IKPCEBJP_00704	CDS	2229				hypothetical protein
IKPCEBJP_00705	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IKPCEBJP_00706	CDS	564	rpoE			putative DNA-directed RNA polymerase subunit delta
IKPCEBJP_00707	CDS	1650	mltG	4.2.2.-		Endolytic murein transglycosylase
IKPCEBJP_00708	CDS	471	greA		COG0782	Transcription elongation factor GreA
IKPCEBJP_00709	CDS	840				IS3 family transposase IS1069
IKPCEBJP_00710	CDS	291				IS3 family transposase IS1076
IKPCEBJP_00711	CDS	819				IS3 family transposase ISLla3
IKPCEBJP_00712	CDS	558				hypothetical protein
IKPCEBJP_00713	CDS	456				hypothetical protein
IKPCEBJP_00714	CDS	2451	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
IKPCEBJP_00715	CDS	558	hpf		COG1544	Ribosome hibernation promotion factor
IKPCEBJP_00716	CDS	1302	eno_2	4.2.1.11		Enolase
IKPCEBJP_00717	CDS	936	xerD			Tyrosine recombinase XerD
IKPCEBJP_00718	CDS	126				hypothetical protein
IKPCEBJP_00719	CDS	768				hypothetical protein
IKPCEBJP_00720	CDS	141				hypothetical protein
IKPCEBJP_00721	CDS	183				hypothetical protein
IKPCEBJP_00722	CDS	1170				hypothetical protein
IKPCEBJP_00723	CDS	576				IS982 family transposase ISLll1
IKPCEBJP_00724	CDS	2988				hypothetical protein
IKPCEBJP_00725	CDS	1548				hypothetical protein
IKPCEBJP_00726	CDS	1224				hypothetical protein
IKPCEBJP_00727	CDS	126				hypothetical protein
IKPCEBJP_00728	CDS	1080				hypothetical protein
IKPCEBJP_00729	CDS	270				hypothetical protein
IKPCEBJP_00730	CDS	192				hypothetical protein
IKPCEBJP_00731	CDS	771				hypothetical protein
IKPCEBJP_00732	CDS	840				IS3 family transposase IS981
IKPCEBJP_00733	CDS	672	hrtA_1	3.6.3.-		Putative hemin import ATP-binding protein HrtA
IKPCEBJP_00734	CDS	1074			COG0577	putative ABC transporter permease
IKPCEBJP_00735	CDS	570				hypothetical protein
IKPCEBJP_00736	CDS	1524	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
IKPCEBJP_00737	CDS	864				hypothetical protein
IKPCEBJP_00738	CDS	2364	pflB	2.3.1.54		Formate acetyltransferase
IKPCEBJP_00739	CDS	654	coaE	2.7.1.24		Dephospho-CoA kinase
IKPCEBJP_00740	CDS	1128	mdtG			Multidrug resistance protein MdtG
IKPCEBJP_00741	CDS	147	rpmGA_2			50S ribosomal protein L33 1
IKPCEBJP_00742	CDS	1263	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IKPCEBJP_00743	CDS	3414	pycA	6.4.1.1		Pyruvate carboxylase
IKPCEBJP_00744	CDS	1326	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
